NAAM,plotID,X_LAMBERTX_hoekpunt,X_LAMBERTY_hoekpunt,X_HOOGTE_MT,PRECISIE_H,PRECISIE_X,Lambert72X_middentussenhoekpunten,Lambert72Y_middentussenhoekpunten,SuitableLocation,SuitableDimensions,SuitableDikeSide,Management,Vegtype,limiteddataORextensivedata,Suitability
bv1131,BV09/113,142737.37,222840.57,6.161,0.013,0.01,142737.66,222839.634,no,yes,yes,klepelen,4,limited data,definitely not suitable
bv1140,BV09/114,141730.613,224943.206,11.123,0.014,0.01,141729.957,224943.948,no,yes,yes,niets,1,extensive data,definitely not suitable
bv1141,BV09/114,141729.3,224944.689,11.054,0.013,0.01,141729.957,224943.948,no,yes,yes,niets,1,extensive data,definitely not suitable
bv1150,BV09/115,141559.763,225122.769,10.939,0.011,0.007,141559.045,225123.477,no,yes,yes,niets,3,extensive data,definitely not suitable
bv1151,BV09/115,141558.326,225124.184,10.958,0.012,0.007,141559.045,225123.477,no,yes,yes,niets,3,extensive data,definitely not suitable
bv1160,BV09/116,141935.053,224724.451,10.317,0.019,0.014,141934.344,224725.141,no,yes,yes,niets,3,limited data,definitely not suitable
bv1161,BV09/116,141933.634,224725.83,10.231,0.013,0.01,141934.344,224725.141,no,yes,yes,niets,3,limited data,definitely not suitable
bv1380,BV09/138,127956.059,199152.967,6.452,0.009,0.008,127957.062,199152.834,yes,yes,no,klepelen,5,limited data,definitely not suitable
bv1381,BV09/138,127958.065,199152.7,6.456,0.015,0.012,127957.062,199152.834,yes,yes,no,klepelen,5,limited data,definitely not suitable
tt190,TT09/019,137396.178,194991.319,7.605,0.009,0.008,137396.369,194993.288,yes,no,yes,maaien?,1,limited data,definitely not suitable
tt191,TT09/019,137396.559,194995.257,7.547,0.008,0.007,137396.369,194993.288,yes,no,yes,maaien?,1,limited data,definitely not suitable
tt660,TT09/066,145510.557,218173.736,9.718,0.012,0.008,145510.064,218172.88,no,yes,no,maaien,3,extensive data,definitely not suitable
tt661,TT09/066,145509.571,218172.023,9.663,0.014,0.009,145510.064,218172.88,no,yes,no,maaien,3,extensive data,definitely not suitable
tt670,TT09/067,145885.849,219011.421,9.725,0.008,0.007,145885.559,219010.451,no,yes,no,maaien,3,extensive data,definitely not suitable
tt671,TT09/067,145885.268,219009.481,9.719,0.012,0.009,145885.559,219010.451,no,yes,no,maaien,3,extensive data,definitely not suitable
tt680,TT09/068,145548.803,219930.664,9.741,0.013,0.009,145549.713,219930.282,no,yes,no,maaien,3,limited data,definitely not suitable
tt681,TT09/068,145550.622,219929.9,9.742,0.009,0.007,145549.713,219930.282,no,yes,no,maaien,3,limited data,definitely not suitable
tt690,TT09/069,142742.936,222839.954,8.721,0.015,0.011,142742.637,222840.885,no,yes,yes,klepelen,4,extensive data,definitely not suitable
tt691,TT09/069,142742.337,222841.815,8.708,0.014,0.01,142742.637,222840.885,no,yes,yes,klepelen,4,extensive data,definitely not suitable
tt700,TT09/070,141724.408,224937.551,8.308,0.016,0.012,141723.726,224938.274,no,yes,yes,niets,1,limited data,definitely not suitable
tt701,TT09/070,141723.043,224938.996,8.3,0.012,0.009,141723.726,224938.274,no,yes,yes,niets,1,limited data,definitely not suitable
tt710,TT09/071,141554.787,225118.088,8.688,0.017,0.01,141554.135,225118.821,no,yes,yes,niets,3,limited data,definitely not suitable
tt711,TT09/071,141553.482,225119.553,8.727,0.019,0.012,141554.135,225118.821,no,yes,yes,niets,3,limited data,definitely not suitable
tt720,TT09/072,141950.184,224709.281,10.37,0.016,0.012,141949.413,224709.934,no,yes,yes,niets,3,extensive data,definitely not suitable
tt721,TT09/072,141948.641,224710.587,10.369,0.018,0.014,141949.413,224709.934,no,yes,yes,niets,3,extensive data,definitely not suitable
tt800,TT09/080,120073.867,188643.55,5.577,0.013,0.01,120072.394,188644.877,yes,no,yes,maaien,2,limited data,definitely not suitable
tt801,TT09/080,120070.92,188646.203,5.654,0.012,0.009,120072.394,188644.877,yes,no,yes,maaien,2,limited data,definitely not suitable
tt920,TT09/092,128529.979,199527.284,7.57,0.009,0.01,128530.394,199528.204,yes,yes,no,klepelen,5,extensive data,definitely not suitable
tt921,TT09/092,128530.809,199529.124,7.593,0.013,0.014,128530.394,199528.204,yes,yes,no,klepelen,5,extensive data,definitely not suitable
tt930,TT09/093,127870.906,199128.494,7.052,0.01,0.012,127871.721,199129.03,yes,yes,no,klepelen,5,extensive data,definitely not suitable
tt931,TT09/093,127872.536,199129.565,7.1,0.007,0.009,127871.721,199129.03,yes,yes,no,klepelen,5,extensive data,definitely not suitable
